nvertices: 100000, damping factor: 0.2
Pagerank of node 19922 is: 7.687e-06
Pagerank of node 19923 is: 9.6688e-06
Pagerank of node 19924 is: 1.12392e-05
Pagerank of node 19925 is: 1.18859e-05
Pagerank of node 19926 is: 1.16245e-05
Pagerank of node 19927 is: 1.05407e-05
Pagerank of node 19928 is: 8.35947e-06
Pagerank of node 19929 is: 1.01556e-05
Pagerank of node 19930 is: 7.5733e-06
Pagerank of node 19931 is: 1.106e-05
Pagerank of node 19932 is: 1.07392e-05
Pagerank of node 19933 is: 1.42539e-05
Pagerank of node 19934 is: 1.03505e-05
Pagerank of node 19935 is: 8.74144e-06
Pagerank of node 19936 is: 9.91249e-06
Pagerank of node 19937 is: 1.46729e-05
Pagerank of node 19938 is: 1.08189e-05
Pagerank of node 19939 is: 1.31457e-05
Pagerank of node 19940 is: 1.15827e-05
Pagerank of node 19941 is: 9.25921e-06
Pagerank of node 19942 is: 8.39787e-06
Pagerank of node 19943 is: 6.96337e-06
Pagerank of node 19944 is: 1.01301e-05
Pagerank of node 19945 is: 7.971e-06
Pagerank of node 19946 is: 1.12166e-05
Pagerank of node 19947 is: 1.03571e-05
Pagerank of node 19948 is: 1.07434e-05
Pagerank of node 19949 is: 1.37022e-05
Pagerank of node 19950 is: 8.75705e-06
Pagerank of node 19951 is: 1.23953e-05
Pagerank of node 19952 is: 1.0779e-05
Pagerank of node 19953 is: 1.00012e-05
Pagerank of node 19954 is: 9.52889e-06
Pagerank of node 19955 is: 8.43026e-06
Pagerank of node 19956 is: 1.08047e-05
Pagerank of node 19957 is: 9.26389e-06
Pagerank of node 19958 is: 9.23108e-06
Pagerank of node 19959 is: 8.03508e-06
Pagerank of node 19960 is: 8.51757e-06
Pagerank of node 19961 is: 1.04788e-05
Pagerank of node 19962 is: 7.91338e-06
Pagerank of node 19963 is: 1.16633e-05
Pagerank of node 19964 is: 1.23008e-05
Pagerank of node 19965 is: 1.20744e-05
Pagerank of node 19966 is: 1.06997e-05
Pagerank of node 19967 is: 1.12028e-05
Pagerank of node 19968 is: 1.24434e-05
Pagerank of node 19969 is: 1.15363e-05
Pagerank of node 19970 is: 1.1471e-05
Pagerank of node 19971 is: 1.18997e-05
Pagerank of node 19972 is: 9.1967e-06
Pagerank of node 19973 is: 8.34238e-06
Pagerank of node 19974 is: 9.63951e-06
Pagerank of node 19975 is: 1.53997e-05
Pagerank of node 19976 is: 9.11239e-06
Pagerank of node 19977 is: 1.01085e-05
Pagerank of node 19978 is: 7.66387e-06
Pagerank of node 19979 is: 1.0846e-05
Pagerank of node 19980 is: 8.71661e-06
Pagerank of node 19981 is: 1.32157e-05
Pagerank of node 19982 is: 1.30565e-05
Pagerank of node 19983 is: 9.46026e-06
Pagerank of node 19984 is: 8.8476e-06
Pagerank of node 19985 is: 9.92084e-06
Pagerank of node 19986 is: 1.2384e-05
Pagerank of node 19987 is: 8.36734e-06
Pagerank of node 19988 is: 8.80971e-06
Pagerank of node 19989 is: 1.24945e-05
Pagerank of node 19990 is: 8.31492e-06
Pagerank of node 19991 is: 1.03596e-05
Pagerank of node 19992 is: 7.96993e-06
Pagerank of node 19993 is: 1.12064e-05
Pagerank of node 19994 is: 1.07898e-05
Pagerank of node 19995 is: 1.32582e-05
Pagerank of node 19996 is: 7.85118e-06
Pagerank of node 19997 is: 1.0786e-05
Pagerank of node 19998 is: 8.72172e-06
Pagerank of node 19999 is: 1.33243e-05
Pagerank of node 20000 is: 9.98448e-06
Pagerank of node 20001 is: 1.06638e-05
Pagerank of node 20002 is: 1.23825e-05
Pagerank of node 20003 is: 7.28107e-06
Pagerank of node 20004 is: 1.27428e-05
Pagerank of node 20005 is: 8.41651e-06
Pagerank of node 20006 is: 9.24543e-06
Pagerank of node 20007 is: 7.54102e-06
Pagerank of node 20008 is: 1.06158e-05
Pagerank of node 20009 is: 1.00834e-05
Pagerank of node 20010 is: 1.13232e-05
Pagerank of node 20011 is: 8.75997e-06
Pagerank of node 20012 is: 8.76623e-06
Pagerank of node 20013 is: 1.28722e-05
Pagerank of node 20014 is: 1.14839e-05
Pagerank of node 20015 is: 1.04441e-05
Pagerank of node 20016 is: 1.03167e-05
Pagerank of node 20017 is: 1.11137e-05
Pagerank of node 20018 is: 9.44744e-06
Pagerank of node 20019 is: 5.21792e-06
Pagerank of node 20020 is: 1.20841e-05
Pagerank of node 20021 is: 8.39027e-06
Pagerank of node 20022 is: 1.04957e-05
Pagerank of node 20023 is: 6.8792e-06
Pagerank of node 20024 is: 1.23165e-05
Pagerank of node 20025 is: 9.93671e-06
Pagerank of node 20026 is: 9.97998e-06
Pagerank of node 20027 is: 1.19749e-05
Pagerank of node 20028 is: 1.18925e-05
Pagerank of node 20029 is: 1.18805e-05
Pagerank of node 20030 is: 1.0759e-05
Pagerank of node 20031 is: 9.95399e-06
Pagerank of node 20032 is: 1.07423e-05
Pagerank of node 20033 is: 8.2503e-06
Pagerank of node 20034 is: 9.08926e-06
Pagerank of node 20035 is: 9.63494e-06
Pagerank of node 20036 is: 1.30707e-05
Pagerank of node 20037 is: 1.10416e-05
Pagerank of node 20038 is: 1.19804e-05
Pagerank of node 20039 is: 9.61769e-06
Pagerank of node 20040 is: 1.1548e-05
Pagerank of node 20041 is: 9.70453e-06
Pagerank of node 20042 is: 8.42609e-06
Pagerank of node 20043 is: 1.04489e-05
Pagerank of node 20044 is: 8.01519e-06
Pagerank of node 20045 is: 9.59744e-06
Pagerank of node 20046 is: 1.11776e-05
Pagerank of node 20047 is: 1.21382e-05
Pagerank of node 20048 is: 1.02411e-05
Pagerank of node 20049 is: 9.97505e-06
Pagerank of node 20050 is: 1.11113e-05
Pagerank of node 20051 is: 1.0474e-05
Pagerank of node 20052 is: 1.0945e-05
Pagerank of node 20053 is: 7.61387e-06
Pagerank of node 20054 is: 8.97708e-06
Pagerank of node 20055 is: 8.69464e-06
Pagerank of node 20056 is: 8.8708e-06
Pagerank of node 20057 is: 9.26502e-06
Pagerank of node 20058 is: 1.12594e-05
Pagerank of node 20059 is: 1.05965e-05
Pagerank of node 20060 is: 9.63235e-06
Pagerank of node 20061 is: 7.27982e-06
Pagerank of node 20062 is: 1.15363e-05
Pagerank of node 20063 is: 8.44559e-06
Pagerank of node 20064 is: 8.80244e-06
Pagerank of node 20065 is: 1.04736e-05
Pagerank of node 20066 is: 1.24439e-05
Pagerank of node 20067 is: 7.80592e-06
Pagerank of node 20068 is: 1.21227e-05
Pagerank of node 20069 is: 8.89899e-06
Pagerank of node 20070 is: 9.96735e-06
Pagerank of node 20071 is: 9.09672e-06
Pagerank of node 20072 is: 1.17467e-05
Pagerank of node 20073 is: 6.03952e-06
Pagerank of node 20074 is: 9.38866e-06
Pagerank of node 20075 is: 9.56744e-06
Pagerank of node 20076 is: 1.04602e-05
Pagerank of node 20077 is: 1.07797e-05
Pagerank of node 20078 is: 6.39462e-06
Pagerank of node 20079 is: 8.10425e-06
Pagerank of node 20080 is: 8.7393e-06
Pagerank of node 20081 is: 1.25034e-05
Pagerank of node 20082 is: 6.85841e-06
Pagerank of node 20083 is: 9.62891e-06
Pagerank of node 20084 is: 9.12911e-06
Pagerank of node 20085 is: 7.72147e-06
Pagerank of node 20086 is: 9.86634e-06
Pagerank of node 20087 is: 1.07629e-05
Pagerank of node 20088 is: 1.39263e-05
Pagerank of node 20089 is: 1.28132e-05
Pagerank of node 20090 is: 7.2884e-06
Pagerank of node 20091 is: 7.68106e-06
Pagerank of node 20092 is: 1.03662e-05
Pagerank of node 20093 is: 9.33358e-06
Pagerank of node 20094 is: 1.2796e-05
Pagerank of node 20095 is: 1.07522e-05
Pagerank of node 20096 is: 1.03717e-05
Pagerank of node 20097 is: 1.05008e-05
Pagerank of node 20098 is: 9.97308e-06
Pagerank of node 20099 is: 9.18867e-06
Pagerank of node 20100 is: 9.1097e-06
Pagerank of node 20101 is: 8.73891e-06
Pagerank of node 20102 is: 9.26909e-06
Pagerank of node 20103 is: 1.0666e-05
Pagerank of node 20104 is: 8.80025e-06
Pagerank of node 20105 is: 8.72609e-06
Pagerank of node 20106 is: 9.61518e-06
Pagerank of node 20107 is: 1.15646e-05
Pagerank of node 20108 is: 1.03352e-05
Pagerank of node 20109 is: 1.06928e-05
Pagerank of node 20110 is: 7.2081e-06
Pagerank of node 20111 is: 9.64973e-06
Pagerank of node 20112 is: 9.06647e-06
Pagerank of node 20113 is: 1.1625e-05
Pagerank of node 20114 is: 8.08588e-06
Pagerank of node 20115 is: 9.17413e-06
Pagerank of node 20116 is: 9.89605e-06
Pagerank of node 20117 is: 1.06783e-05
Pagerank of node 20118 is: 1.087e-05
Pagerank of node 20119 is: 1.3534e-05
Pagerank of node 20120 is: 1.27203e-05
Pagerank of node 20121 is: 9.63722e-06
Pagerank of node 20122 is: 6.7923e-06
Pagerank of node 20123 is: 1.19635e-05
Pagerank of node 20124 is: 8.37244e-06
Pagerank of node 20125 is: 1.33191e-05
Pagerank of node 20126 is: 6.85241e-06
Pagerank of node 20127 is: 9.34136e-06
Pagerank of node 20128 is: 8.05363e-06
Pagerank of node 20129 is: 1.35197e-05
Pagerank of node 20130 is: 7.20147e-06
Pagerank of node 20131 is: 6.42558e-06
Pagerank of node 20132 is: 1.4781e-05
Pagerank of node 20133 is: 1.07905e-05
Pagerank of node 20134 is: 8.37932e-06
Pagerank of node 20135 is: 9.77119e-06
Pagerank of node 20136 is: 9.33479e-06
Pagerank of node 20137 is: 8.79507e-06
Pagerank of node 20138 is: 1.27925e-05
Pagerank of node 20139 is: 7.52772e-06
Pagerank of node 20140 is: 9.66913e-06
Pagerank of node 20141 is: 1.31544e-05
Pagerank of node 20142 is: 1.16102e-05
Pagerank of node 20143 is: 8.37881e-06
Pagerank of node 20144 is: 8.39148e-06
Pagerank of node 20145 is: 9.94621e-06
Pagerank of node 20146 is: 1.19245e-05
Pagerank of node 20147 is: 8.43537e-06
Pagerank of node 20148 is: 7.61662e-06
Pagerank of node 20149 is: 9.21287e-06
Pagerank of node 20150 is: 9.47303e-06
Pagerank of node 20151 is: 1.26685e-05
Pagerank of node 20152 is: 9.25914e-06
Pagerank of node 20153 is: 8.00916e-06
Pagerank of node 20154 is: 1.02188e-05
Pagerank of node 20155 is: 1.03285e-05
Pagerank of node 20156 is: 1.03697e-05
Pagerank of node 20157 is: 9.53438e-06
Pagerank of node 20158 is: 1.28068e-05
Pagerank of node 20159 is: 1.08038e-05
Pagerank of node 20160 is: 1.07513e-05
Pagerank of node 20161 is: 8.06458e-06
Pagerank of node 20162 is: 8.82423e-06
Pagerank of node 20163 is: 9.55026e-06
Pagerank of node 20164 is: 1.10892e-05
Pagerank of node 20165 is: 1.24117e-05
Pagerank of node 20166 is: 1.1557e-05
Pagerank of node 20167 is: 1.00162e-05
Pagerank of node 20168 is: 1.11405e-05
Pagerank of node 20169 is: 1.02779e-05
Pagerank of node 20170 is: 1.24183e-05
Pagerank of node 20171 is: 1.26152e-05
Pagerank of node 20172 is: 1.15531e-05
Pagerank of node 20173 is: 1.13221e-05
Pagerank of node 20174 is: 9.5532e-06
Pagerank of node 20175 is: 1.1589e-05
Pagerank of node 20176 is: 1.28064e-05
Pagerank of node 20177 is: 1.08469e-05
Pagerank of node 20178 is: 9.66059e-06
Pagerank of node 20179 is: 1.51063e-05
Pagerank of node 20180 is: 7.1904e-06
Pagerank of node 20181 is: 7.57624e-06
Pagerank of node 20182 is: 1.07792e-05
Pagerank of node 20183 is: 1.08032e-05
Pagerank of node 20184 is: 9.20017e-06
Pagerank of node 20185 is: 9.07384e-06
Pagerank of node 20186 is: 1.11896e-05
Pagerank of node 20187 is: 9.66552e-06
Pagerank of node 20188 is: 9.70445e-06
Pagerank of node 20189 is: 8.34944e-06
Pagerank of node 20190 is: 9.28555e-06
Pagerank of node 20191 is: 9.25656e-06
Pagerank of node 20192 is: 1.04159e-05
Pagerank of node 20193 is: 1.07477e-05
Pagerank of node 20194 is: 1.1994e-05
Pagerank of node 20195 is: 7.16931e-06
Pagerank of node 20196 is: 8.81763e-06
Pagerank of node 20197 is: 9.30975e-06
Pagerank of node 20198 is: 9.29006e-06
Pagerank of node 20199 is: 9.27949e-06
Pagerank of node 20200 is: 7.30024e-06
Pagerank of node 20201 is: 7.24977e-06
Pagerank of node 20202 is: 1.15687e-05
Pagerank of node 20203 is: 9.20524e-06
Pagerank of node 20204 is: 9.08867e-06
Pagerank of node 20205 is: 1.0699e-05
Pagerank of node 20206 is: 1.33898e-05
Pagerank of node 20207 is: 1.00696e-05
Pagerank of node 20208 is: 1.02924e-05
Pagerank of node 20209 is: 9.2505e-06
Pagerank of node 20210 is: 9.16427e-06
Pagerank of node 20211 is: 9.6477e-06
Pagerank of node 20212 is: 7.28372e-06
Pagerank of node 20213 is: 8.81489e-06
Pagerank of node 20214 is: 9.93055e-06
Pagerank of node 20215 is: 9.88696e-06
Pagerank of node 20216 is: 1.00344e-05
Pagerank of node 20217 is: 8.08025e-06
Pagerank of node 20218 is: 8.88451e-06
Pagerank of node 20219 is: 8.89478e-06
Pagerank of node 20220 is: 1.33189e-05
Pagerank of node 20221 is: 1.26512e-05
Pagerank of node 20222 is: 1.2245e-05
Pagerank of node 20223 is: 9.52663e-06
Pagerank of node 20224 is: 1.27174e-05
Pagerank of node 20225 is: 1.03348e-05
Pagerank of node 20226 is: 1.07098e-05
Pagerank of node 20227 is: 1.08235e-05
Pagerank of node 20228 is: 8.84539e-06
Pagerank of node 20229 is: 8.87468e-06
Pagerank of node 20230 is: 9.19848e-06
Pagerank of node 20231 is: 7.83842e-06
Pagerank of node 20232 is: 1.11584e-05
Pagerank of node 20233 is: 9.55679e-06
Pagerank of node 20234 is: 1.19979e-05
Pagerank of node 20235 is: 1.26289e-05
Pagerank of node 20236 is: 1.23276e-05
Pagerank of node 20237 is: 9.97649e-06
Pagerank of node 20238 is: 7.51871e-06
Pagerank of node 20239 is: 9.93665e-06
Pagerank of node 20240 is: 1.34185e-05
Pagerank of node 20241 is: 8.37793e-06
Pagerank of node 20242 is: 1.12955e-05
Pagerank of node 20243 is: 1.01513e-05
Pagerank of node 20244 is: 8.6037e-06
Pagerank of node 20245 is: 1.16173e-05
Pagerank of node 20246 is: 9.09053e-06
Pagerank of node 20247 is: 8.80088e-06
Pagerank of node 20248 is: 7.55951e-06
Pagerank of node 20249 is: 1.12407e-05
Pagerank of node 20250 is: 1.0957e-05
Pagerank of node 20251 is: 6.86252e-06
Pagerank of node 20252 is: 1.00998e-05
Pagerank of node 20253 is: 7.20286e-06
Pagerank of node 20254 is: 1.21019e-05
Pagerank of node 20255 is: 1.00788e-05
Pagerank of node 20256 is: 1.24356e-05
Pagerank of node 20257 is: 9.93081e-06
Pagerank of node 20258 is: 1.00204e-05
Pagerank of node 20259 is: 1.16997e-05
Pagerank of node 20260 is: 9.95091e-06
Pagerank of node 20261 is: 1.30554e-05
Pagerank of node 20262 is: 1.21957e-05
Pagerank of node 20263 is: 1.03768e-05
Pagerank of node 20264 is: 8.36866e-06
Pagerank of node 20265 is: 8.81789e-06
Pagerank of node 20266 is: 1.12341e-05
Pagerank of node 20267 is: 1.06696e-05
Pagerank of node 20268 is: 1.12542e-05
Pagerank of node 20269 is: 8.82294e-06
Pagerank of node 20270 is: 1.43648e-05
Pagerank of node 20271 is: 8.69273e-06
Pagerank of node 20272 is: 1.14789e-05
Pagerank of node 20273 is: 9.11405e-06
Pagerank of node 20274 is: 8.44184e-06
Pagerank of node 20275 is: 7.2455e-06
Pagerank of node 20276 is: 9.74189e-06
Pagerank of node 20277 is: 7.72195e-06
Pagerank of node 20278 is: 8.28019e-06
Pagerank of node 20279 is: 7.99869e-06
Pagerank of node 20280 is: 9.61804e-06
Pagerank of node 20281 is: 1.03491e-05
Pagerank of node 20282 is: 7.96489e-06
Pagerank of node 20283 is: 9.97338e-06
Pagerank of node 20284 is: 1.00172e-05
Pagerank of node 20285 is: 8.4659e-06
Pagerank of node 20286 is: 8.86723e-06
Pagerank of node 20287 is: 1.27822e-05
Pagerank of node 20288 is: 9.64778e-06
Pagerank of node 20289 is: 1.07007e-05
Pagerank of node 20290 is: 8.33937e-06
Pagerank of node 20291 is: 1.00749e-05
Pagerank of node 20292 is: 9.88627e-06
Pagerank of node 20293 is: 1.23091e-05
Pagerank of node 20294 is: 8.88737e-06
Pagerank of node 20295 is: 1.06892e-05
Pagerank of node 20296 is: 6.45506e-06
Pagerank of node 20297 is: 1.01258e-05
Pagerank of node 20298 is: 7.22051e-06
Pagerank of node 20299 is: 9.92394e-06
Pagerank of node 20300 is: 1.28057e-05
Pagerank of node 20301 is: 1.20678e-05
Pagerank of node 20302 is: 7.60259e-06
Pagerank of node 20303 is: 8.8826e-06
Pagerank of node 20304 is: 8.69563e-06
Pagerank of node 20305 is: 1.42746e-05
Pagerank of node 20306 is: 1.01116e-05
Pagerank of node 20307 is: 7.57243e-06
Pagerank of node 20308 is: 1.21269e-05
Pagerank of node 20309 is: 1.03388e-05
Pagerank of node 20310 is: 1.16736e-05
Pagerank of node 20311 is: 9.06801e-06
Pagerank of node 20312 is: 9.21458e-06
Pagerank of node 20313 is: 9.90032e-06
Pagerank of node 20314 is: 1.11865e-05
Pagerank of node 20315 is: 1.44973e-05
Pagerank of node 20316 is: 8.35926e-06
Pagerank of node 20317 is: 1.01314e-05
Pagerank of node 20318 is: 6.85641e-06
Pagerank of node 20319 is: 7.32112e-06
Pagerank of node 20320 is: 1.11483e-05
Pagerank of node 20321 is: 1.28075e-05
Pagerank of node 20322 is: 8.32182e-06
Pagerank of node 20323 is: 1.162e-05
Pagerank of node 20324 is: 9.56123e-06
Pagerank of node 20325 is: 8.34481e-06
Pagerank of node 20326 is: 8.75357e-06
Pagerank of node 20327 is: 1.00525e-05
Pagerank of node 20328 is: 1.18958e-05
Pagerank of node 20329 is: 9.92151e-06
Pagerank of node 20330 is: 9.2798e-06
Pagerank of node 20331 is: 1.0065e-05
Pagerank of node 20332 is: 7.27995e-06
Pagerank of node 20333 is: 1.20325e-05
Pagerank of node 20334 is: 7.94137e-06
Pagerank of node 20335 is: 8.08032e-06
Pagerank of node 20336 is: 9.59272e-06
Pagerank of node 20337 is: 9.45255e-06
Pagerank of node 20338 is: 1.06983e-05
Pagerank of node 20339 is: 1.03736e-05
Pagerank of node 20340 is: 1.22451e-05
Pagerank of node 20341 is: 8.03827e-06
Pagerank of node 20342 is: 8.40205e-06
Pagerank of node 20343 is: 9.21874e-06
Pagerank of node 20344 is: 7.65728e-06
Pagerank of node 20345 is: 7.95453e-06
Pagerank of node 20346 is: 1.27831e-05
Pagerank of node 20347 is: 1.19648e-05
Pagerank of node 20348 is: 9.93445e-06
Pagerank of node 20349 is: 9.31937e-06
Pagerank of node 20350 is: 1.07703e-05
Pagerank of node 20351 is: 9.49991e-06
Pagerank of node 20352 is: 9.7142e-06
Pagerank of node 20353 is: 7.71149e-06
Pagerank of node 20354 is: 1.15795e-05
Pagerank of node 20355 is: 1.01413e-05
Pagerank of node 20356 is: 1.03084e-05
Pagerank of node 20357 is: 9.23231e-06
Pagerank of node 20358 is: 1.39459e-05
Pagerank of node 20359 is: 1.01099e-05
Pagerank of node 20360 is: 9.68237e-06
Pagerank of node 20361 is: 1.00131e-05
Pagerank of node 20362 is: 1.17882e-05
Pagerank of node 20363 is: 1.0487e-05
Pagerank of node 20364 is: 9.72046e-06
Pagerank of node 20365 is: 6.85938e-06
Pagerank of node 20366 is: 1.15938e-05
Pagerank of node 20367 is: 1.07247e-05
Pagerank of node 20368 is: 1.08277e-05
Pagerank of node 20369 is: 1.15109e-05
Pagerank of node 20370 is: 1.08387e-05
Pagerank of node 20371 is: 1.18452e-05
Pagerank of node 20372 is: 1.02971e-05
Pagerank of node 20373 is: 8.87591e-06
Pagerank of node 20374 is: 8.68526e-06
Pagerank of node 20375 is: 1.13106e-05
Pagerank of node 20376 is: 1.00393e-05
Pagerank of node 20377 is: 8.39179e-06
Pagerank of node 20378 is: 1.07539e-05
Pagerank of node 20379 is: 8.33862e-06
Pagerank of node 20380 is: 7.20401e-06
Pagerank of node 20381 is: 9.97647e-06
Pagerank of node 20382 is: 1.16647e-05
Pagerank of node 20383 is: 7.62486e-06
Pagerank of node 20384 is: 8.03872e-06
Pagerank of node 20385 is: 1.12888e-05
Pagerank of node 20386 is: 7.94875e-06
Pagerank of node 20387 is: 1.12681e-05
Pagerank of node 20388 is: 1.00754e-05
Pagerank of node 20389 is: 9.90942e-06
Pagerank of node 20390 is: 1.15497e-05
Pagerank of node 20391 is: 1.50407e-05
Pagerank of node 20392 is: 9.31796e-06
Pagerank of node 20393 is: 1.15947e-05
Pagerank of node 20394 is: 8.01357e-06
Pagerank of node 20395 is: 1.04231e-05
Pagerank of node 20396 is: 1.22119e-05
Pagerank of node 20397 is: 9.95917e-06
Pagerank of node 20398 is: 8.75425e-06
Pagerank of node 20399 is: 1.00142e-05
Pagerank of node 20400 is: 1.00041e-05
Pagerank of node 20401 is: 9.87852e-06
Pagerank of node 20402 is: 1.04488e-05
Pagerank of node 20403 is: 1.01457e-05
Pagerank of node 20404 is: 6.82171e-06
Pagerank of node 20405 is: 1.04836e-05
Pagerank of node 20406 is: 1.03855e-05
Pagerank of node 20407 is: 1.23349e-05
Pagerank of node 20408 is: 1.3861e-05
Pagerank of node 20409 is: 8.26439e-06
Pagerank of node 20410 is: 8.93763e-06
Pagerank of node 20411 is: 1.1988e-05
Pagerank of node 20412 is: 8.70476e-06
Pagerank of node 20413 is: 1.08671e-05
Pagerank of node 20414 is: 1.15439e-05
Pagerank of node 20415 is: 9.62966e-06
Pagerank of node 20416 is: 7.27447e-06
Pagerank of node 20417 is: 1.04216e-05
Pagerank of node 20418 is: 8.32842e-06
Pagerank of node 20419 is: 1.11683e-05
Pagerank of node 20420 is: 1.03917e-05
Pagerank of node 20421 is: 9.11678e-06
Pagerank of node 20422 is: 1.08543e-05
Pagerank of node 20423 is: 1.20041e-05
Pagerank of node 20424 is: 9.29875e-06
Pagerank of node 20425 is: 1.15326e-05
Pagerank of node 20426 is: 9.60566e-06
Pagerank of node 20427 is: 9.1903e-06
Pagerank of node 20428 is: 1.03442e-05
Pagerank of node 20429 is: 8.06524e-06
Pagerank of node 20430 is: 9.59132e-06
Pagerank of node 20431 is: 1.06999e-05
Pagerank of node 20432 is: 1.23582e-05
Pagerank of node 20433 is: 8.71471e-06
Pagerank of node 20434 is: 1.15757e-05
Pagerank of node 20435 is: 9.98801e-06
Pagerank of node 20436 is: 1.51801e-05
Pagerank of node 20437 is: 1.08261e-05
Pagerank of node 20438 is: 9.89356e-06
Pagerank of node 20439 is: 1.10592e-05
Pagerank of node 20440 is: 8.71679e-06
Pagerank of node 20441 is: 1.14623e-05
Pagerank of node 20442 is: 8.36052e-06
Pagerank of node 20443 is: 1.04919e-05
Pagerank of node 20444 is: 7.44264e-06
Pagerank of node 20445 is: 1.15558e-05
Pagerank of node 20446 is: 1.04394e-05
Pagerank of node 20447 is: 8.39923e-06
Pagerank of node 20448 is: 1.36354e-05
Pagerank of node 20449 is: 9.60355e-06
Pagerank of node 20450 is: 9.20762e-06
Pagerank of node 20451 is: 9.10322e-06
Pagerank of node 20452 is: 1.22514e-05
Pagerank of node 20453 is: 9.4589e-06
Pagerank of node 20454 is: 1.09944e-05
Pagerank of node 20455 is: 1.28469e-05
Pagerank of node 20456 is: 9.16114e-06
Pagerank of node 20457 is: 8.42849e-06
Pagerank of node 20458 is: 1.06802e-05
Pagerank of node 20459 is: 9.1005e-06
Pagerank of node 20460 is: 7.65445e-06
Pagerank of node 20461 is: 1.00656e-05
Pagerank of node 20462 is: 1.12543e-05
Pagerank of node 20463 is: 6.78743e-06
Pagerank of node 20464 is: 1.16207e-05
Pagerank of node 20465 is: 9.23184e-06
Pagerank of node 20466 is: 9.5521e-06
Pagerank of node 20467 is: 1.31521e-05
Pagerank of node 20468 is: 1.03377e-05
Pagerank of node 20469 is: 1.00556e-05
Pagerank of node 20470 is: 9.9719e-06
Pagerank of node 20471 is: 1.03776e-05
Pagerank of node 20472 is: 1.1167e-05
Pagerank of node 20473 is: 9.27715e-06
Pagerank of node 20474 is: 8.75375e-06
Pagerank of node 20475 is: 9.11782e-06
Pagerank of node 20476 is: 1.07694e-05
Pagerank of node 20477 is: 1.0707e-05
Pagerank of node 20478 is: 6.34541e-06
Pagerank of node 20479 is: 1.08577e-05
Pagerank of node 20480 is: 9.49482e-06
Pagerank of node 20481 is: 1.03318e-05
Pagerank of node 20482 is: 9.69274e-06
Pagerank of node 20483 is: 7.91284e-06
Pagerank of node 20484 is: 1.23345e-05
Pagerank of node 20485 is: 1.12301e-05
Pagerank of node 20486 is: 6.42532e-06
Pagerank of node 20487 is: 8.83974e-06
Pagerank of node 20488 is: 1.22644e-05
Pagerank of node 20489 is: 1.15919e-05
Pagerank of node 20490 is: 9.79456e-06
Pagerank of node 20491 is: 6.42293e-06
Pagerank of node 20492 is: 9.28496e-06
Pagerank of node 20493 is: 8.03251e-06
Pagerank of node 20494 is: 1.00179e-05
Pagerank of node 20495 is: 7.19355e-06
Pagerank of node 20496 is: 1.01482e-05
Pagerank of node 20497 is: 1.00913e-05
Pagerank of node 20498 is: 1.41331e-05
Pagerank of node 20499 is: 1.00904e-05
Pagerank of node 20500 is: 1.04288e-05
Pagerank of node 20501 is: 8.43348e-06
Pagerank of node 20502 is: 8.81202e-06
Pagerank of node 20503 is: 1.24185e-05
Pagerank of node 20504 is: 8.40082e-06
Pagerank of node 20505 is: 1.19964e-05
Pagerank of node 20506 is: 9.24428e-06
Pagerank of node 20507 is: 1.08283e-05
Pagerank of node 20508 is: 1.00441e-05
Pagerank of node 20509 is: 6.4425e-06
Pagerank of node 20510 is: 8.73703e-06
Pagerank of node 20511 is: 1.11858e-05
Pagerank of node 20512 is: 1.07683e-05
Pagerank of node 20513 is: 7.66102e-06
Pagerank of node 20514 is: 8.17442e-06
Pagerank of node 20515 is: 1.09516e-05
Pagerank of node 20516 is: 9.55808e-06
Pagerank of node 20517 is: 9.67676e-06
Pagerank of node 20518 is: 9.26671e-06
Pagerank of node 20519 is: 1.14689e-05
Pagerank of node 20520 is: 9.12576e-06
Pagerank of node 20521 is: 1.19372e-05
Pagerank of node 20522 is: 1.06822e-05
Pagerank of node 20523 is: 9.35377e-06
Pagerank of node 20524 is: 1.0324e-05
Pagerank of node 20525 is: 9.99392e-06
Pagerank of node 20526 is: 9.26903e-06
Pagerank of node 20527 is: 9.06448e-06
Pagerank of node 20528 is: 1.12431e-05
Pagerank of node 20529 is: 6.76392e-06
Pagerank of node 20530 is: 1.04116e-05
Pagerank of node 20531 is: 1.11074e-05
Pagerank of node 20532 is: 1.04349e-05
Pagerank of node 20533 is: 1.02886e-05
Pagerank of node 20534 is: 1.30393e-05
Pagerank of node 20535 is: 1.07272e-05
Pagerank of node 20536 is: 1.1561e-05
Pagerank of node 20537 is: 1.08438e-05
Pagerank of node 20538 is: 8.34603e-06
Pagerank of node 20539 is: 1.04577e-05
Pagerank of node 20540 is: 8.52723e-06
Pagerank of node 20541 is: 1.09155e-05
Pagerank of node 20542 is: 7.28779e-06
Pagerank of node 20543 is: 1.13628e-05
Pagerank of node 20544 is: 9.26724e-06
Pagerank of node 20545 is: 1.0445e-05
Pagerank of node 20546 is: 1.26857e-05
Pagerank of node 20547 is: 1.10734e-05
Pagerank of node 20548 is: 1.0971e-05
Pagerank of node 20549 is: 9.21824e-06
Pagerank of node 20550 is: 1.07723e-05
Pagerank of node 20551 is: 1.16333e-05
Pagerank of node 20552 is: 1.1168e-05
Pagerank of node 20553 is: 7.87814e-06
Pagerank of node 20554 is: 1.03726e-05
Pagerank of node 20555 is: 1.14961e-05
Pagerank of node 20556 is: 1.17164e-05
